#{"t_start": 1768383601.3568466, "env_id": "None"}
r,l,t
20148.904,1414,3041.841484
30730.143,2053,3045.475379
20345.459,1579,3048.492551
30533.434,1369,3049.788553
9899.036,919,3052.304033
30697.574,2305,3056.139252
30878.496,1890,3059.409993
20204.84,1001,3060.333824
41292.098,2726,3065.89253
30569.525,1991,3069.344392
20289.09,1435,3070.660954
20096.03,1125,3073.302379
20223.969,1425,3076.222461
30718.766,1918,3079.603011
9863.395,852,3080.383859
30698.084,2356,3084.163104
10026.342,1156,3086.910618
20267.008,1226,3088.083278
20330.89,1112,3090.630853
20201.098,1134,3091.696279
41042.586,2288,3096.96321
30694.174,1956,3100.422548
20266.047,1639,3101.924548
20155.418,1570,3105.197046
30646.832,2228,3108.774192
20449.9,2029,3112.170547
30468.75,1402,3115.054367
30819.832,2026,3118.434222
20246.975,1732,3121.646209
20150.074,2039,3125.146548
30577.736,1813,3128.317399
20199.672,986,3129.201663
20248.158,1339,3131.945283
20367.746,1809,3135.213938
9930.784,1098,3136.220958
20113.215,837,3138.505925
20467.4,1772,3140.117766
20134.775,995,3142.497528
20253.014,1324,3145.331018
30493.7,1399,3146.620157
20291.21,1656,3149.715877
41284.688,2499,3153.587954
20178.46,1372,3156.421841
10011.789,1203,3159.162847
20263.773,1404,3160.436849
30575.717,2120,3163.899181
30533.604,1898,3167.194343
30736.879,1723,3170.324379
30566.104,1643,3173.466868
20315.887,1622,3176.594796
20226.283,1151,3177.614453
30657.262,1253,3180.321976
30605.791,2634,3184.355156
20284.209,1449,3187.219036
30734.816,1513,3190.162729
20347.715,1300,3191.340391
20268.256,1352,3194.174277
41406.234,2638,3198.114061
30461.812,1204,3200.756494
20257.809,1305,3201.92357
9979.152,934,3204.444955
30566.877,1722,3207.543593
30700.23,2062,3210.933613
41089.793,1982,3214.33821
20161.814,1206,3215.463133
9866.918,705,3217.717491
10006.371,1163,3218.796963
41008.582,1875,3222.185678
20240.16,1035,3224.880181
20236.594,1184,3225.978189
30837.27,1764,3229.315371
30608.338,1871,3232.693525
20327.605,1286,3235.506361
30515.31,1559,3236.957438
31030.428,2085,3240.484633
20354.441,1467,3243.403002
20430.723,2118,3246.970275
30460.09,1027,3249.501193
30620.703,2111,3253.103511
30658.748,1909,3254.928805
30480.096,1541,3257.935437
30584.23,1454,3260.853702
20305.223,2068,3264.403736
20144.893,1009,3265.327871
20178.504,1377,3268.102261
30724.406,1469,3270.990289
41237.81,2301,3274.696669
20443.416,2390,3278.396677
9916.877,1201,3281.070036
41175.715,2078,3284.575346
30576.28,1666,3287.751178
20256.752,1199,3288.828757
30717.826,1819,3292.096311
20222.518,1278,3294.835921
20262.86,1312,3296.03913
30807.844,1822,3299.287431
20260.373,1560,3302.330048
30703.465,1373,3305.26358
20252.436,1269,3306.446069
30781.27,1660,3309.612317
20144.879,1005,3312.111894
30800.115,2055,3315.673194
30654.36,1975,3319.040153
20303.652,1392,3320.300947
30877.076,1740,3323.506051
20356.195,1643,3326.648892
20298.629,1392,3329.50618
20134.78,994,3330.419778
30693.334,1870,3333.75408
20242.607,1279,3336.594499
30464.35,1464,3337.948167
30727.357,1766,3341.157277
30713.195,1858,3344.529341
30503.338,1364,3347.370743
20211.244,1145,3348.389844
30502.736,1298,3351.171468
20271.803,1203,3352.297346
20188.535,872,3354.699545
30719.645,2005,3358.47672
20276.842,1208,3359.603272
30554.768,1509,3362.52914
20247.09,1232,3365.404251
20378.53,1382,3366.740636
20202.023,717,3368.98807
30725.934,2128,3372.559653
30819.348,1971,3376.016314
30506.43,1674,3379.159206
20242.932,1322,3380.405138
30551.3,1661,3383.52455
9918.721,890,3386.016016
20303.592,1386,3387.289853
20144.014,1425,3390.262116
30788.568,1898,3393.633755
20136.475,1165,3394.737447
20217.643,1291,3397.544866
20315.053,1023,3400.215516
20130.96,1117,3401.33002
20341.045,1128,3404.080699
30628.436,2394,3408.122272
30684.287,1971,3411.634243
20274.803,1511,3414.641643
30537.652,1288,3415.833631
30476.182,1140,3418.412717
30537.334,1771,3421.576627
30724.805,1511,3422.970263
20347.465,1270,3425.776937
20287.09,1230,3428.576922
30588.818,1919,3430.365824
30621.412,1675,3433.397666
30555.793,1604,3436.464112
30535.564,1588,3439.441984
9935.041,1025,3440.360063
20170.445,1066,3442.837955
20149.076,1429,3445.716254
30695.836,1618,3447.230087
20162.441,1265,3449.930612
20122.594,1281,3452.640407
41137.613,1756,3454.321835
20405.244,1559,3457.340461
20272.84,1307,3460.087191
30666.902,1728,3463.298665
30606.744,1708,3466.681049
30593.52,1377,3467.973495
30713.906,1417,3470.980359
20191.223,1145,3472.048113
30595.21,1549,3475.143632
30455.73,1605,3478.207341
30686.377,1673,3481.300081
20386.01,1635,3484.434178
9889.915,1009,3485.339627
30599.578,2001,3488.769237
20378.512,1376,3491.580775
30695.195,1546,3492.982537
30420.709,1093,3495.63925
30579.666,1496,3498.671171
9967.581,1283,3499.88596
30652.932,1828,3503.278155
30667.51,2302,3507.169267
20338.422,1875,3510.522179
30582.979,1325,3513.385344
20232.154,1240,3516.149231
30765.45,1575,3517.612569
20215.342,1057,3520.17036
30581.738,1709,3523.304685
20390.791,1608,3524.848972
9989.715,992,3527.376075
20253.287,1352,3530.247148
30687.072,1742,3531.82137
30618.48,1377,3534.647007
9990.959,1118,3537.273867
20242.225,1244,3538.393055
20263.764,1404,3541.219983
9983.759,891,3542.045152
30635.773,1611,3545.15223
30582.922,2340,3548.85684
30525.777,1609,3552.011025
30621.926,1729,3555.225827
30793.762,1404,3558.09494
30750.625,1592,3559.540909
30547.031,1225,3562.216936
30556.637,1694,3565.347143
20348.693,1398,3568.16817
30635.504,1582,3569.622634
20230.53,1073,3572.19035
30576.822,1209,3573.322715
30605.611,1593,3576.42291
20194.506,1481,3579.335474
30704.742,1503,3582.283211
20103.162,833,3583.064937
20360.516,1581,3586.119039
20349.605,1490,3589.037637
30561.578,1688,3590.562114
20136.06,1639,3593.583283
20252.219,1249,3596.30044
20232.203,1245,3597.415622
20222.463,1271,3600.096297
30589.307,1461,3602.942978
10004.898,1008,3603.923028
20333.338,1358,3606.671204
20173.887,905,3607.490744
30433.875,1418,3610.320035
9893.785,895,3611.163896
20383.613,1387,3614.007652
30602.807,1308,3616.869674
30560.8,1614,3619.89749
20136.93,1210,3620.967324
20189.8,997,3623.37417
20113.377,1368,3624.637806
30636.457,1683,3627.71277
30619.105,1439,3630.550041
30643.697,1400,3633.327704
20277.832,1311,3634.540596
20374.416,1471,3637.437358
20153.783,895,3638.245433
30546.713,1702,3641.302585
20094.182,938,3643.742127
30517.78,1817,3645.430058
20271.95,1216,3648.159279
9913.018,820,3648.900038
20145.977,1118,3651.439485
20341.7,1192,3654.126397
30599.617,1492,3655.492451
20326.424,1163,3658.014021
30513.97,1424,3660.764638
20118.945,910,3661.567213
20214.14,934,3664.058896
9993.439,859,3664.820546
31013.057,1845,3667.999734
20393.006,1326,3669.217946
20268.254,1354,3672.049543
20208.965,913,3674.438585
30753.541,1893,3677.696283
20271.562,1179,3678.813329
20235.953,1116,3681.350715
30624.371,1464,3682.67972
20124.107,929,3685.19785
20382.598,1285,3686.374446
20151.393,1163,3689.058351
20175.898,1616,3692.018128
20207.818,799,3692.732276
20129.773,995,3695.226168
20299.127,1442,3696.513402
20158.383,1358,3699.261285
20224.598,980,3701.754272
9979.22,941,3702.627602
20118.387,855,3703.47313
20119.977,1519,3706.556546
20209.623,983,3709.086717
30728.682,1397,3710.417865
30589.059,1436,3713.255857
20252.404,1264,3716.007614
20114.332,949,3716.875148
20333.078,1331,3719.605233
20229.465,966,3720.455941
20145.996,1122,3723.011501
30609.303,1458,3724.408533
20332.15,1238,3727.110076
9898.346,850,3727.898673
20235.502,1068,3730.373075
30638.553,1384,3733.232725
20315.611,1078,3734.285097
20106.11,1129,3736.93237
20141.607,1184,3738.031251
20266.908,1213,3740.690051
20228.451,1366,3743.501454
20396.195,1651,3745.035731
9909.973,1015,3747.488347
30544.07,1439,3750.32882
30738.691,1908,3753.728627
20251.81,1198,3754.86587
20332.639,1292,3757.636763
30440.645,1087,3758.670787
20211.137,1128,3761.204305
20144.19,939,3762.057906
20354.543,1480,3765.01299
30544.834,1517,3767.853869
30583.2,1348,3769.054909
20071.195,1133,3771.573611
20352.123,1237,3774.242943
20288.768,1403,3775.535079
20157.172,1239,3778.133785
30807.67,1806,3781.262784
30748.588,1894,3784.531824
20287.146,1238,3785.641877
20113.871,904,3788.033359
30633.922,1422,3789.321902
30541.92,1725,3792.418612
20191.273,1148,3794.990812
10025.494,1071,3795.951686
20347.596,1286,3798.610302
30528.959,1421,3801.504189
20165.611,1084,3802.489837
20374.18,1450,3805.418315
20246.654,1186,3806.539467
30682.934,2344,3811.768912
20165.719,1095,3812.753228
20333.041,1322,3815.536596
20251.13,1134,3816.568753
20215.234,1046,3819.0898
30654.332,1464,3821.998846
20333.85,1410,3823.27367
9977.758,1302,3826.098696
10015.981,1119,3827.122146
30593.25,1352,3829.901381
20376.043,1632,3832.966864
9998.339,852,3833.74881
20135.043,1022,3836.34546
20114.36,955,3837.217323
30484.992,1526,3840.210088
41088.457,2375,3844.013907
30675.445,1575,3847.072333
20275.785,1102,3848.09331
9958.902,906,3850.528817
20208.824,1409,3853.381002
20191.598,1174,3854.454315
20132.896,1312,3857.21591
20092.78,793,3857.960837
20274.197,1446,3860.778102
30483.492,1376,3863.516472
30525.379,1572,3864.94929
9967.861,802,3867.178889
9962.993,815,3867.906109
30552.86,1314,3870.730403
20107.07,1227,3871.833763
20373.398,1367,3874.760175
20243.377,1362,3877.557821
20235.783,1099,3878.528299
20221.1,1133,3881.085678
20351.186,1140,3882.094298
30557.945,1322,3884.930854
30483.152,1341,3887.696445
30604.967,1527,3889.077089
20126.492,1174,3891.707289
30723.008,1837,3895.041959
20369.793,1506,3898.000652
20240.705,1089,3898.975306
30756.457,1683,3902.039289
20241.428,1165,3904.721865
9905.522,1069,3905.69575
30577.725,1810,3908.975533
20157.137,1234,3911.699098
20209.97,1018,3912.595833
30647.46,1786,3915.869401
20242.062,1233,3918.598887
20362.326,1257,3919.719811
20114.652,983,3922.178458
9898.607,875,3922.962439
20258.799,1408,3925.881395
20328.818,1411,3927.160625
20278.824,1412,3930.036429
30443.973,1423,3932.924603
30660.914,1626,3936.027511
30595.137,1544,3937.457381
30607.84,1820,3940.662643
20189.172,936,3943.160107
20109.967,1018,3944.127952
30703.273,1353,3947.170277
20272.191,1243,3948.301871
20362.47,1273,3951.015862
9988.731,891,3953.395962
10010.035,1023,3954.400259
20225.764,1097,3956.882191
20193.074,821,3957.631441
20141.043,1122,3958.648736
20320.27,1047,3961.10699
30437.2,1245,3963.968323
20332.168,1241,3965.094047
20271.24,1144,3967.716525
20287.723,1299,3968.973948
20217.598,1284,3971.741899
20166.527,1176,3974.445504
30446.014,1122,3975.49067
20215.43,1063,3978.087311
30448.633,1392,3979.3368
9904.71,989,3981.850321
30522.885,1823,3985.075036
30582.926,1319,3986.285449
30600.094,1539,3989.166029
20237.186,1245,3991.770009
30608.27,1352,3992.975253
30616.025,1631,3996.053075
20209.861,1002,3998.464701
20235.742,1609,3999.935099
30597.52,1788,4003.04756
30593.7,1400,4005.870767
20210.012,1023,4008.416582
9945.114,1030,4009.372311
20318.955,1426,4012.193383
20336.658,1188,4013.351132
30401.754,1198,4016.133997
20219.664,987,4017.055916
20331.984,1225,4019.693467
30839.62,2002,4023.063576
30655.11,2046,4026.616834
30625.701,1598,4029.657264
20190.424,1065,4030.612658
30685.842,1616,4033.658682
20272.97,1320,4036.571403
30516.783,1713,4039.644861
20231.895,1213,4040.741245
20156.166,1140,4043.366558
20340.047,1026,4044.347714
30629.527,1482,4047.402112
20246.51,1170,4048.48594
30433.63,1383,4051.516289
30588.355,1876,4054.964308
30518.867,1414,4057.845795
20221.328,1157,4058.902156
20237.236,1242,4061.649097
20346.984,1223,4064.348198
9890.129,1027,4065.279248
30475.5,1580,4068.28699
20227.428,1269,4069.434315
10015.391,1061,4072.043582
9936.098,1127,4073.067879
20230.475,1070,4075.681738
30478.258,1355,4078.592434
30812.635,1802,4081.780882
30599.994,1529,4083.208999
30499.627,1494,4086.279351
20298.004,1325,4089.026077
20093.848,904,4089.847688
20240.418,1063,4092.351451
20274.209,1449,4093.682125
30617.355,1772,4096.867473
20119.848,1004,4099.474354
20254.96,1017,4100.428975
20252.85,1311,4103.167018
20194.121,928,4104.030943
30572.385,1772,4107.237138
30535.566,1592,4110.260123
20356.43,1161,4111.319761
20232.781,1303,4114.162161
20187.701,1296,4116.977358
30656.455,1682,4120.06946
20200.61,1084,4121.058942
20220.492,1070,4123.694918
20236.27,1147,4124.761951
20382.28,1253,4127.51688
30566.592,1183,4128.583742
20267.174,1245,4131.301166
20232.516,1275,4134.097696
30625.812,1615,4135.618173
20110.795,1101,4138.18924
20233.428,862,4138.975451
30463.85,1413,4141.784389
20215.506,1064,4144.375988
20341.412,1165,4145.411929
9909.784,998,4147.926551
20221.611,1182,4149.001828
20183.12,829,4151.374884
30494.791,1506,4152.711318
20375.055,1531,4155.767938
20403.273,1354,4158.656379
10005.691,1091,4159.643132
30573.117,1340,4162.457224
20286.008,1634,4165.590035
20117.63,1285,4166.741549
30483.648,1388,4169.592378
20239.604,980,4172.055301
30578.473,1377,4173.31616
20100.342,1055,4175.902618
20232.092,1237,4177.035697
20099.885,1010,4179.524007
20266.182,1652,4182.543735
30655.213,1552,4183.974044
20122.033,1228,4186.804365
30551.732,1195,4189.529115
30609.195,1450,4190.838628
9899.836,997,4193.267012
30460.666,1090,4194.269215
30675.777,1610,4197.231065
30547.598,1284,4199.929399
20149.938,1015,4200.836968
30581.21,1649,4203.8727
20220.523,1070,4206.398931
20353.564,1380,4207.653412
30620.918,1626,4210.778369
9999.578,979,4211.724149
20223.703,1399,4214.619826
9999.491,966,4217.04948
20212.24,1249,4218.163219
20226.352,1156,4220.845116
9935.964,1116,4221.864766
30508.303,1355,4224.711767
30648.742,1908,4228.055086
30705.107,1538,4231.053019
20221.031,1123,4232.074021
30506.377,1159,4234.852896
20111.213,1143,4235.919796
20290.762,1099,4238.5352
20251.959,1218,4239.652582
20301.676,1190,4242.374581
20145.346,1053,4245.067999
20333.02,1329,4246.348778
9968.118,829,4248.677158
20221.57,1179,4249.769787
20220.318,1054,4252.351593
30748.482,1376,4253.630042
30499.873,1515,4256.6698
20100.33,1050,4259.232121
30484.893,1516,4260.600626
20311.844,1204,4263.291006
9990.798,1100,4265.920616
20204.688,989,4266.82254
20278.97,1421,4269.683409
20324.584,978,4270.584121
20299.28,945,4273.05994
20205.195,1043,4274.046649
20116.088,1133,4276.631158
30587.967,1325,4277.833899
20130.12,1543,4280.760787
20190.355,1054,4283.294695
9909.919,1013,4284.247166
30691.844,1722,4287.488956
30604.922,1524,4290.573498
20095.959,1116,4291.613038
20113.725,891,4294.033675
20267.754,1301,4295.226281
20355.266,1557,4298.193303
20183.988,916,4300.633805
30459.447,1474,4301.966723
20415.893,1622,4305.022506
20074.049,923,4305.892543
30442.35,1261,4308.617198
30603.434,1369,4311.436653
20208.666,883,4312.291129
10005.493,1070,4314.890515
30553.617,1387,4316.179377
20273.71,1399,4319.029886
20253.893,1415,4321.894728
30572.451,1274,4323.077918
20286.637,1187,4325.839903
10005.663,1083,4326.858037
20180.078,1027,4329.440664
20326.307,1153,4332.06893
20233.38,855,4332.828319
20100.303,1049,4333.828688
30513.564,1387,4336.598884
20358.54,1381,4339.435162
20367.504,1277,4340.639845
20477.686,1806,4343.850201
20131.27,1146,4346.46753
30620.074,1539,4349.433464
20275.213,1546,4350.84071
30714.21,1452,4353.901653
30453.676,1395,4356.779627
20255.352,1563,4359.866392
20215.373,1060,4360.869164
30523.16,1344,4363.719217
20240.305,1051,4364.745822
20347.232,1249,4367.508272
30588.646,1392,4370.382361
20111.607,1177,4371.44216
30431.094,1131,4374.197224
30527.988,1835,4377.42967
30500.006,1528,4378.835233
20129.945,1016,4381.445618
30472.28,1253,4382.578596
30562.168,1240,4385.402331
20119.934,1015,4387.965359
30457.926,1319,4389.188871
20240.904,1110,4391.706523
20229.922,1516,4393.137988
20246.348,1156,4395.839957
30543.887,1417,4398.719194
20120.205,1038,4399.64481
20201.826,1209,4402.29626
20114.287,949,4403.140215
30529.482,1479,4406.136174
30467.426,1271,4408.941792
20372.658,1292,4410.103075
20241.645,1188,4412.766993
20269.006,1428,4415.677456
30517.93,1834,4417.360934
30585.436,1576,4420.371955
30456.572,1179,4423.194598
30575.06,1538,4424.800518
20220.34,1054,4427.52624
30682.818,1309,4431.196972
20112.18,1243,4432.314792
20304.633,1485,4435.284878
9919.801,1001,4436.200821
30564.63,2005,4439.690822
30411.672,1190,4442.429152
20379.41,1469,4445.405068
20227.516,1279,4446.549943
10017.368,1260,4449.329555
20252.572,1284,4452.225248
9989.639,985,4453.119186
20386.326,1660,4456.289125
9899.316,950,4457.1667
9962.79,795,4459.562783
9949.93,1015,4460.540356
20317.223,1249,4463.46524
30486.486,1677,4466.625715
30568.234,1353,4467.848933
20234.73,1498,4470.745673
30611.793,1711,4473.951569
20247.303,1254,4476.655437
20310.475,1068,4477.634727
20272.336,1259,4480.411172
20211.621,1185,4481.504921
20230.885,1107,4484.163243
20262.043,1229,4485.309178
20133.365,854,4487.720952
20282.477,1274,4488.885085
30493.383,1364,4491.696961
20226.904,1217,4494.506246
9988.859,901,4495.321021
10011.884,1214,4498.128762
20273.168,1339,4499.339093
20124.932,1014,4501.82675
9903.459,863,4502.680796
30478.217,1346,4505.555211
20280.941,1116,4506.6131
20259.928,1013,4509.095116
20388.166,1343,4511.944738
20220.434,1063,4512.926316
30654.021,1432,4515.895707
20272.842,1312,4517.086536
20246.941,1218,4519.667769
30528.367,1362,4522.468979
20250.492,1072,4523.446063
20331.0,1122,4526.121
20243.674,1394,4528.985865
30547.89,1829,4530.644118
30459.596,1487,4533.589153
20230.27,1553,4536.686583
30622.477,1785,4540.006957
30464.912,1524,4541.403826
30765.717,1607,4544.505818
20214.64,983,4546.954956
20116.742,1191,4548.061909
20108.424,860,4550.378512
20208.951,911,4551.204588
30618.225,1350,4554.135787
20393.244,1351,4556.983766
30502.871,1316,4558.20106
20126.717,1193,4560.861047
20349.791,1506,4562.230983
20257.375,1258,4564.970301
20352.113,1234,4567.678735
30563.432,1372,4568.926741
30481.137,1645,4572.018313
30655.285,1560,4575.110544
20263.74,1396,4577.979106
20245.482,1069,4578.963492
20265.812,1104,4581.542952
30622.719,2324,4585.364196
20231.564,1174,4586.422611
20217.076,1230,4589.169905
20241.646,1187,4591.807334
20273.373,1364,4593.035695
20241.424,1163,4595.653496
20338.47,1374,4596.906277
20124.982,1018,4599.444637
20234.992,1020,4600.387103
30586.426,1677,4603.494926
20227.928,1316,4606.420154
20105.432,1064,4607.382033
30456.389,1164,4610.038128
30452.379,1263,4612.778633
20208.705,1402,4614.098293
20242.16,1241,4616.84933
20347.678,1294,4619.636627
20210.113,1029,4620.59239
20214.982,1021,4623.11312
20259.12,1443,4624.496606
10023.013,1325,4627.282463
20199.36,1465,4630.254333
30531.455,1170,4631.336976
30563.455,1884,4634.666368
20341.201,1652,4637.787964
20198.8,899,4638.623646
20310.82,1103,4641.215044
9899.248,941,4642.067497
30468.16,1345,4644.902677
30512.21,1752,4648.103786
20097.16,1236,4649.245721
20250.59,1083,4651.930949
9978.762,895,4652.817111
20151.717,1197,4655.626957
20254.541,971,4656.57148
20241.29,1151,4659.462335
20226.678,1189,4662.346387
20074.592,979,4663.34815
20239.652,986,4666.344771
20152.22,1248,4667.640064
30529.053,1433,4670.880043
30523.244,1353,4673.924716
20268.234,1345,4675.19205
20255.094,1030,4677.843111
20128.47,863,4678.66491
20240.18,1039,4681.213311
20209.27,947,4682.079277
30493.72,1403,4685.069676
30672.98,1327,4686.361217
20079.451,962,4688.98489
20230.8,1102,4690.011581
30548.441,1368,4692.932312
20189.615,981,4695.519403
30671.744,1200,4696.648491
20436.652,1693,4699.936796
20257.756,1302,4702.785336
30694.28,1458,4704.187241
30639.426,1475,4707.294819
20341.254,1148,4709.95681
30725.805,1613,4711.513047
30719.633,2003,4715.115133
20278.182,1344,4718.046093
20255.775,1101,4720.758162
20225.434,1063,4721.777216
20267.564,1282,4724.923887
9996.079,1131,4726.221042
10001.55,1180,4729.382501
30457.645,1291,4732.207261
20230.326,1055,4733.184663
30600.988,1632,4736.406809
20206.14,1139,4737.428632
20199.152,933,4739.839802
20235.363,1056,4740.795572
30569.393,1471,4743.844337
20269.209,1448,4746.812552
20205.133,1546,4749.951017
20361.35,1155,4751.020114
30631.809,1208,4753.794101
20206.637,1189,4754.931021
20260.12,1032,4757.836195
20371.207,1146,4758.944139
20200.58,1076,4761.611343
20177.557,771,4762.315198
30572.766,1302,4765.25925
20220.533,1073,4766.254539
20397.734,1300,4769.283884
30524.957,1525,4772.674439
20188.518,1379,4774.079985
9960.557,1073,4776.86495
9887.521,768,4777.607891
30707.658,1796,4781.177462
30441.916,1215,4783.996486
20257.402,1266,4785.167405
30606.447,1170,4787.93036
20267.793,1301,4790.822588
20123.78,893,4791.638088
20179.111,926,4794.251741
30644.797,1511,4795.696901
20270.537,1580,4798.879935
30446.74,1199,4801.74358
20180.639,1086,4802.732854
30593.037,1331,4805.683464
20450.79,1611,4808.790269
20157.348,1259,4810.000615
20329.979,1017,4812.572641
20332.998,1330,4813.826915
20257.27,1764,4817.281824
20200.482,1070,4820.167041
30558.963,1424,4821.528347
20220.627,1082,4824.341638
20235.861,1105,4825.453817
20258.219,1344,4828.54026
20346.238,1148,4831.362099
30506.293,1151,4832.440881
20115.21,1043,4835.205625
30573.168,1346,4836.568278
20331.201,1140,4839.540082
20223.281,1352,4842.678272
30473.004,1327,4844.019251
20228.355,853,4846.68491
20343.098,1337,4848.079458
30540.912,1111,4850.988575
30633.398,1369,4854.38487
20246.22,1144,4855.836055
20247.688,1293,4859.195734
20214.643,984,4860.195007
20144.89,1006,4863.504029
20165.643,1084,4864.822338
20210.434,1065,4868.069588
30574.895,1521,4871.531878
20236.002,1121,4872.58649
20188.025,818,4873.508542
30611.73,1708,4877.707489
20317.28,1254,4881.270943
20271.836,1209,4884.610715
20203.29,845,4885.559392
20309.727,992,4886.66005
20108.107,826,4889.799521
20247.984,1320,4891.171883
20156.15,1137,4893.990873
20247.58,1282,4896.917011
20236.064,1130,4897.995328
30575.152,1036,4900.634033
20436.812,1715,4904.107851
20190.355,1057,4905.111331
20246.23,1146,4908.013895
20059.014,915,4908.884465
30594.506,1481,4911.957953
20111.512,1165,4915.157086
20271.283,1151,4919.520224
20255.92,1115,4920.640587
20421.217,1657,4924.036497
20258.83,901,4926.726152
20208.238,841,4927.642291
20333.238,1347,4930.651132
30591.229,1147,4931.793502
20244.744,995,4934.613861
20101.258,1148,4935.776156
30724.43,1469,4939.354609
30488.88,1417,4942.528614
20171.336,1159,4943.643469
20230.98,1123,4946.436622
30546.139,1646,4949.672124
20235.52,1072,4950.67931
20190.598,1080,4953.527745
20223.81,899,4954.473763
10010.55,1075,4957.376227
9909.827,1002,4958.342145
20240.9,1111,4961.093813
9999.472,966,4962.001363
30619.463,1474,4965.104831
30508.156,1343,4968.085725
20258.639,1389,4969.368452
20331.215,1146,4972.073585
30441.922,1215,4973.282459
20158.758,1403,4977.544613
20289.422,959,4980.305215
20171.514,1168,4981.500667
20265.01,1523,4985.030607
30452.875,1314,4988.409485
30588.793,1407,4989.780585
30510.363,1567,4993.261265
20222.312,1254,4996.341953
30441.406,1164,4997.654792
20242.617,1285,5000.72771
20242.266,1248,5001.918688
20276.49,1172,5004.798194
20239.94,1015,5005.809803
20239.846,1003,5008.577135
20229.533,974,5009.504179
20315.043,1535,5012.674077
20252.787,1301,5015.746845
30447.24,1252,5017.114875
10010.794,1103,5020.055188
20224.373,958,5020.977223
20212.355,1263,5023.957386
20230.723,1094,5026.872737
20119.293,950,5027.886324
9979.332,953,5030.557011
30463.1,1336,5031.79521
20353.121,1337,5034.894829
30639.9,1520,5038.339018
30627.125,1239,5039.523806
20214.516,972,5042.190723
20230.201,1040,5043.153682
20147.168,1238,5046.087098
20315.135,1036,5047.182748
20118.479,865,5049.791348
20331.412,1163,5050.952301
20235.281,1048,5053.751129
20225.232,1044,5054.832811
30640.096,1537,5058.175534
20374.898,1523,5061.469943
20370.062,1539,5064.804539
30417.09,1236,5066.052852
20352.686,1293,5069.272357
30484.537,1485,5070.817477
30525.352,1568,5074.332644
20331.982,1222,5077.340259
20274.53,1478,5080.390538
30447.146,1241,5081.613303
20074.09,928,5084.246321
20154.941,1013,5085.188003
20111.848,1207,5088.071185
30562.88,1315,5089.338941
20352.68,1291,5092.181286
20208.924,908,5093.016274
30498.195,1347,5096.105507
30552.984,1324,5099.11089
20281.584,1181,5100.23006
20199.852,1002,5102.849221
20211.041,1126,5103.983864
30425.006,1021,5106.633036
20251.916,1213,5107.80634
9909.691,988,5110.392809
20161.576,1179,5113.133669
30521.174,1650,5114.734747
30492.469,1275,5117.834917
20193.904,904,5118.677089
20079.219,936,5121.176309
20110.508,1073,5122.168044
20204.84,1002,5124.780794
20287.232,1243,5125.962173
20271.06,1131,5128.727572
20118.998,916,5129.587852
30510.285,1560,5132.647607
20324.936,1012,5135.347505
30572.11,1237,5136.504115
20242.654,1286,5139.464964
20225.24,1044,5140.473827
30425.584,1081,5143.134817
30558.271,1357,5146.320304
20211.336,1155,5147.569929
20333.537,1382,5150.583796
20358.732,1403,5153.628059
20192.305,1254,5154.889972
20098.38,853,5157.522893
20125.078,1029,5158.538132
30630.906,1115,5161.281182
20242.611,1283,5162.480836
20199.877,1006,5165.18971
20226.309,1156,5166.320812
20119.244,944,5168.977836
9892.786,794,5169.717694
30587.174,1243,5172.526475
30508.645,1390,5173.809174
20266.236,1145,5176.52417
20123.902,909,5177.396389
30435.979,1120,5180.037051
30488.42,1367,5182.996951
30543.188,1344,5184.303571
20246.162,1137,5187.094548
20311.38,1162,5188.31083
20250.055,1026,5191.114125
20077.94,809,5191.920119
20154.568,974,5194.647332
20107.56,1276,5195.917199
20240.031,1026,5198.669535
20263.127,1338,5201.667814
20262.9,1316,5202.944838
20363.887,1415,5206.275714
20235.02,1533,5209.939178
30449.66,1495,5211.55413
20128.549,874,5214.282144
20329.457,966,5215.220941
20241.71,1196,5218.230004
20114.72,986,5219.225244
20124.557,975,5221.797379
20311.36,1159,5222.853149
20294.623,982,5225.447825
20248.19,1348,5228.304509
20247.041,1229,5229.476682
30631.184,1652,5232.60698
20269.201,940,5233.529562
20184.816,998,5236.098856
9983.059,823,5236.873157
30464.385,1467,5239.83828
20257.21,1242,5242.672832
10027.088,1230,5243.903805
20343.66,1389,5246.869961
20348.031,1329,5249.712035
20189.875,1008,5250.634403
20240.68,1090,5253.320493
20257.357,1264,5254.540927
20124.62,983,5257.214866
20089.572,977,5258.199193
20204.082,926,5260.908588
20224.889,1007,5261.841441
30458.541,1384,5264.85477
20218.871,902,5265.692599
20169.16,936,5268.259453
9984.284,947,5269.123701
20104.967,1017,5271.667022
20077.734,790,5272.389272
9897.766,793,5273.145688
20137.6,1287,5276.212108
30442.438,1271,5279.080065
20342.754,1301,5280.348046
20215.348,1057,5282.981056
20266.807,1205,5284.129236
20266.855,1206,5286.953553
20251.652,1188,5289.767038
20210.812,1100,5290.80189
20234.969,1019,5293.530131
9967.924,808,5294.33671
20105.594,1076,5297.024012
10032.524,1278,5298.264971
20221.654,1184,5301.19133
30492.453,1272,5302.417649
20220.291,1046,5305.38712
20300.385,1061,5306.513637
20320.262,1046,5309.374344
20310.195,1037,5310.353499
10004.618,981,5313.037585
20217.262,1251,5314.296152
30501.41,1165,5317.23721
20188.844,901,5318.274627
20321.08,1129,5321.227085
