#{"t_start": 1768383601.3568466, "env_id": "None"}
r,l,t
30410.09,1031,5324.041227
20259.176,1443,5325.415531
20292.477,1270,5328.320271
20289.71,990,5329.214048
20261.146,1136,5331.858074
20302.504,1272,5334.718053
20210.764,1097,5335.735776
20329.662,986,5338.27174
9903.072,823,5339.03251
20198.371,852,5339.823519
9887.287,743,5342.254889
20230.508,1072,5343.275801
30554.459,1473,5346.384135
20230.732,1091,5349.082308
30472.525,1279,5350.273125
20098.96,910,5352.724832
20204.754,996,5353.632332
20077.494,763,5354.40147
20270.895,1112,5357.226334
20125.564,1076,5359.951607
20133.05,1327,5361.194085
20193.54,870,5363.58434
20257.863,1313,5364.798247
9893.507,869,5367.205193
30427.154,1238,5368.386154
20237.44,1270,5371.147146
20204.588,980,5372.060135
20241.098,1130,5374.76104
10000.46,1068,5375.759134
20196.58,1182,5378.455024
9914.76,991,5379.367386
30453.283,1357,5382.218941
20299.803,1001,5384.822587
20101.008,1119,5385.868573
20211.135,1134,5388.542247
20349.295,1458,5389.887249
20240.428,1063,5392.49284
10026.165,1141,5395.289884
20210.217,1041,5396.867342
20190.713,1088,5399.901604
20093.396,857,5400.681834
20236.488,1171,5403.385441
20209.045,921,5404.297336
20068.082,821,5405.050591
20172.12,1232,5407.853069
20224.115,1441,5410.803797
20222.14,1240,5411.966846
20100.08,1030,5414.716063
20121.732,1190,5415.829661
20240.88,1106,5418.558331
10013.216,1347,5421.490942
9929.448,964,5422.390137
20220.453,1065,5425.08631
20190.09,1031,5426.090695
20151.29,1151,5428.921012
20169.422,961,5429.800038
9989.622,983,5432.417865
20217.938,1319,5433.659746
20077.404,755,5436.021851
20203.84,903,5436.886584
30453.752,1400,5439.76318
20123.799,899,5440.58521
20108.602,879,5442.997907
20115.686,1088,5444.041103
30426.37,1162,5446.983854
30480.87,1111,5448.089713
10016.243,1142,5450.803808
20341.297,1150,5451.882155
20229.834,1004,5454.683758
20189.883,1008,5455.857392
20173.482,864,5458.677866
9887.587,774,5459.390077
10000.279,1050,5462.048397
20109.47,967,5462.954532
20080.172,1040,5465.640446
20105.273,1050,5466.620547
20143.89,907,5469.234302
20252.021,1227,5470.451269
20120.72,1089,5473.113604
20222.77,1298,5474.342659
20221.438,1166,5477.133558
20271.365,1162,5478.235769
20276.496,1176,5480.988194
20215.18,1040,5483.706668
20199.486,968,5484.63581
20338.928,1422,5487.769777
20128.61,1385,5489.06061
20260.484,1072,5491.757001
20113.816,897,5492.629491
20264.441,1477,5495.909821
20110.525,1075,5498.680985
20073.732,892,5499.531985
20109.867,1008,5502.156186
9908.094,825,5502.978765
20205.408,1063,5504.022346
20091.0,1123,5506.834751
20222.871,1316,5509.778169
20102.748,791,5510.542034
20148.021,1328,5513.582232
20149.432,959,5514.556255
20360.215,1042,5517.588061
30431.543,1178,5518.738842
20278.367,1363,5521.973224
20134.908,1009,5522.958737
30447.312,1256,5525.933054
20095.908,1111,5528.669957
20343.457,1370,5529.971196
20216.834,1203,5532.730842
20214.387,959,5533.640002
20124.377,953,5536.315477
20189.688,990,5537.271597
20125.66,1086,5539.998506
20140.88,1109,5541.008911
30442.607,1284,5543.937907
20155.604,1080,5544.971735
20179.78,994,5548.328239
20225.684,1091,5549.429096
20191.15,1136,5552.240624
20270.465,1068,5555.046163
20121.076,1125,5556.07855
20189.451,961,5558.701236
20099.31,950,5559.587269
20125.691,1090,5562.271557
20189.12,930,5563.195591
20206.656,1184,5566.136514
20189.799,1000,5567.092607
10020.5,1071,5569.769866
20110.664,1090,5570.783388
9978.667,885,5573.174662
20240.748,1094,5574.204706
20203.469,866,5576.729749
20136.008,1121,5577.76586
20110.336,1056,5580.421768
10003.962,915,5581.257184
9979.379,958,5583.801028
20089.795,997,5584.720457
20163.854,1416,5587.778682
10026.878,1213,5588.925362
20139.47,964,5591.434394
20095.1,1032,5592.36757
9979.45,965,5594.956667
20201.17,1139,5596.019002
20118.258,841,5598.377509
20171.016,1121,5599.413407
20092.002,1225,5602.253841
20283.062,1328,5603.491782
20337.064,1230,5606.415696
20196.447,1165,5609.342342
9872.916,808,5610.083039
9918.968,915,5612.728744
20189.127,929,5613.644661
20189.28,947,5614.616952
20295.994,1122,5617.431671
20110.988,1118,5620.069768
20139.63,980,5620.976081
20183.531,868,5621.783569
9871.392,1146,5624.456787
20188.69,887,5625.283973
20124.623,1488,5628.438275
20121.152,1138,5631.287762
20229.783,1506,5632.720237
20069.252,942,5635.344391
20169.498,967,5636.308649
20333.16,1342,5639.608931
10001.627,1182,5642.481171
20140.693,1088,5643.520522
20111.916,1213,5646.431892
20218.598,1384,5647.777923
9990.844,1101,5650.494023
20303.152,1344,5653.450455
20124.854,1006,5654.47098
20189.756,994,5657.204052
20108.863,906,5658.060558
20279.824,1000,5659.005978
9995.79,1097,5661.713318
20212.38,1260,5664.597901
20192.809,796,5665.351715
20106.072,1130,5668.201831
20114.912,1010,5669.170445
20125.795,1103,5671.870692
20106.266,1148,5672.905878
9879.575,970,5675.514411
20124.723,990,5676.449126
20225.496,1067,5679.11423
20094.123,932,5679.967809
20098.037,821,5682.334699
20192.713,786,5683.109934
20247.646,1287,5686.142622
20104.084,927,5687.073501
9903.651,883,5687.9481
20131.393,1163,5690.757291
20204.21,939,5691.635248
20350.951,1120,5694.30619
20340.678,1090,5697.098655
9961.376,1159,5698.222749
20281.059,1127,5700.871157
20245.717,1093,5701.856071
20367.93,1319,5704.727707
20128.617,1385,5705.951551
20098.387,853,5708.304014
20099.729,991,5709.21193
20130.88,1112,5711.957438
9925.67,1089,5712.960664
20243.365,1366,5715.83977
20301.05,1126,5718.435658
20178.072,825,5719.169545
20166.096,1130,5721.793825
20311.812,1206,5722.922618
20158.258,843,5725.402998
20289.338,951,5726.326025
30473.428,1369,5729.455661
9982.925,808,5730.218025
20352.604,1285,5733.154233
20316.133,1135,5734.282386
20309.723,994,5737.052386
20219.309,948,5738.009272
20200.979,1119,5740.787907
20124.457,965,5741.662487
20252.408,1267,5744.623363
9926.64,1180,5745.743823
20145.258,1047,5748.371433
20228.959,1421,5751.369317
20097.986,814,5752.107938
20209.496,967,5754.730098
20131.9,1216,5755.843143
20101.37,1156,5759.119516
20199.764,994,5760.630054
20247.17,1240,5763.461039
20231.34,1160,5764.589397
20210.45,1067,5767.311056
20225.66,1090,5768.367325
20229.238,941,5770.926152
20084.133,931,5771.783468
20351.594,1184,5774.553698
20204.9,1012,5775.52063
20226.982,1220,5778.369069
20331.926,1213,5781.224536
20133.674,883,5782.040259
20289.643,982,5784.70822
20372.451,1271,5785.896804
9999.749,994,5788.394636
20181.373,1156,5789.448903
20226.021,1123,5792.059991
20178.15,833,5792.838582
20219.809,999,5795.375887
20095.682,1085,5796.409214
20329.95,1017,5799.051179
20228.584,873,5799.927692
20267.742,1301,5802.823172
20210.098,1029,5803.788359
20075.375,1055,5806.466475
20122.287,742,5807.193464
20093.709,889,5809.648206
20079.955,1017,5810.583293
20121.436,1161,5813.275148
20221.484,1174,5814.410407
30530.979,1120,5817.059136
20230.688,1089,5818.083661
20255.81,1103,5820.709662
20231.172,1138,5821.742543
20229.256,944,5824.324838
30506.602,1185,5825.467187
20094.79,999,5828.06556
30483.123,1340,5830.956544
20247.08,1234,5832.107251
20332.395,1264,5834.908511
20135.367,1053,5835.870469
20111.523,1177,5838.685005
20178.045,821,5839.419462
20140.703,1093,5842.029459
20110.416,1063,5843.023039
20092.947,808,5845.49843
20288.537,869,5846.336345
20209.104,925,5849.020895
9984.65,980,5849.943387
30420.164,1037,5852.594347
20354.504,1479,5854.041502
20240.174,1037,5856.834097
20260.318,1053,5857.856229
20234.152,931,5860.367785
20166.67,1189,5861.45202
30462.26,1253,5864.202502
20109.844,1004,5865.13563
20234.582,976,5867.642167
30460.46,1069,5868.634635
20347.826,1308,5871.504685
20331.297,1154,5874.302456
20246.799,1202,5875.422846
20226.686,1193,5878.181535
9914.738,990,5879.108286
20252.113,1238,5881.847947
20309.764,995,5882.786791
20143.104,826,5885.515751
30503.688,1396,5886.869402
9982.729,788,5889.351004
30547.822,1311,5890.667906
20123.918,906,5893.181777
20240.068,1027,5894.2384
20088.625,880,5896.773134
20205.896,1113,5897.857262
20321.451,1167,5900.62934
30491.035,1635,5903.884516
20214.057,922,5904.721963
20112.697,1291,5907.607073
20237.416,1269,5908.85505
20210.887,1108,5911.603408
30465.81,1103,5914.39448
20361.504,1172,5915.485697
20254.361,1464,5918.537676
20311.287,1153,5919.612093
9979.03,922,5922.158379
20332.873,1308,5923.39359
20091.465,661,5925.835713
20255.82,1104,5926.942015
20248.963,914,5929.516715
20092.75,1303,5930.704901
20209.955,1015,5933.253837
20116.266,1147,5934.347486
20189.617,983,5936.899878
20322.035,1228,5939.672479
20124.152,932,5940.539861
30480.414,1061,5943.11316
30417.152,1240,5944.290252
20105.744,1096,5947.07776
30526.91,1215,5948.216849
30432.31,1257,5951.004143
30519.31,1462,5954.150837
20134.184,935,5955.091052
30470.893,1112,5957.908789
30458.816,1411,5959.248122
30435.633,1598,5962.546725
20310.729,1095,5965.394397
30516.84,1210,5966.488856
20260.812,1104,5969.380631
30465.695,1597,5972.725202
20209.568,976,5973.670899
20289.379,954,5974.615023
20112.568,772,5977.007375
30451.275,1151,5978.067525
20195.518,1070,5980.686971
30399.832,1003,5981.601328
20227.639,1291,5984.406875
20242.186,1244,5987.140192
20102.236,738,5987.80812
20131.031,1122,5990.392858
20236.844,1211,5991.509759
20293.713,1400,5994.46611
20311.89,1210,5995.57891
20290.648,1593,5998.656445
20357.15,1241,6001.381644
30486.254,1149,6002.422124
20342.906,1312,6005.385967
20147.578,1280,6008.13025
30521.887,1213,6009.24752
20105.455,1062,6011.77215
30430.873,1110,6012.793885
20236.424,1167,6015.501311
10000.018,1023,6016.431592
20304.428,960,6018.870499
30410.953,1119,6019.929366
30564.076,1435,6022.852766
20118.178,835,6023.648059
30488.316,1361,6026.580738
20204.408,958,6029.042375
20307.998,1323,6030.249849
20113.994,918,6032.812448
20215.945,1112,6033.899515
20235.719,1094,6036.611175
20089.367,955,6037.508307
20214.916,1010,6040.262054
20188.514,869,6041.066519
20220.023,1021,6043.733595
20245.703,1093,6044.792592
30441.791,1204,6047.585167
20218.738,889,6048.403545
20187.92,809,6050.81071
20279.04,919,6051.648955
20209.62,981,6054.253073
20104.65,985,6055.204386
9984.431,964,6056.149166
20078.275,845,6058.609086
20087.512,766,6059.390818
20119.549,970,6061.93805
20219.207,938,6062.815136
20221.334,1158,6065.566523
20229.42,958,6066.437689
30454.86,1506,6069.38127
20208.564,872,6070.184788
30575.256,1555,6073.18339
20290.783,1100,6075.862519
20087.871,800,6076.631891
20330.658,1086,6079.178708
30554.188,1447,6080.513756
20133.88,904,6082.954978
30572.44,1269,6084.130961
30642.225,1249,6086.844834
20119.312,951,6087.726499
20084.816,1002,6090.237667
20352.996,1321,6093.122014
20332.877,1316,6094.400285
10005.272,1049,6097.119785
20225.82,1105,6098.141946
30474.059,1432,6101.085935
20311.783,1203,6103.83232
20216.137,1136,6104.894978
30481.766,1203,6107.580821
20325.037,1022,6108.506863
20156.32,1156,6111.208199
20111.477,1172,6112.268058
20266.451,1170,6114.986088
20195.555,1076,6115.990158
20250.113,1030,6118.513739
20261.385,1159,6121.182798
20206.342,1159,6122.261836
20283.572,1386,6125.227929
9973.459,860,6126.028675
20234.494,971,6128.526193
30693.188,1348,6129.771948
20240.926,1113,6132.419304
20209.564,974,6133.295237
20231.395,1161,6136.082048
20353.959,1427,6139.124543
20255.943,1116,6140.150914
20234.492,969,6142.694315
20129.643,984,6143.593014
30487.828,1308,6146.491296
20208.568,874,6147.298663
20140.717,1093,6149.91839
20216.984,1217,6151.019276
20115.014,1017,6153.505669
20319.809,997,6154.45223
20177.787,794,6156.79013
20204.586,978,6157.711566
30411.049,1129,6160.374724
9998.867,906,6161.21136
20333.139,1338,6164.123156
20112.281,744,6164.819582
20301.56,1181,6167.584541
30615.184,1551,6168.997319
20180.121,1031,6171.626702
20231.12,1135,6174.338929
20329.818,1002,6175.272694
20234.012,920,6176.166519
20304.453,1475,6179.128525
20180.66,1083,6181.78264
30473.152,1342,6183.010633
20353.277,1356,6185.927147
20348.188,1340,6188.721124
30430.947,1119,6189.727026
20079.979,1019,6192.400273
20202.404,1264,6193.569861
9929.297,949,6196.144658
20129.283,946,6197.031378
30530.844,1107,6199.690864
30531.477,1171,6200.755348
20234.889,1009,6203.286847
20080.445,1066,6204.289686
30430.242,1047,6206.843667
20198.61,877,6207.634526
20184.041,919,6210.082838
20213.752,893,6210.907306
30704.404,1469,6213.899821
20309.9,1012,6214.841325
30487.43,1271,6217.728311
20103.748,894,6220.257361
30541.254,1659,6221.820584
20325.05,1024,6224.482514
30511.66,1191,6225.605237
20331.82,1204,6228.416517
20232.098,1231,6231.140535
20315.299,1053,6232.137744
30440.508,1072,6234.788937
20193.348,851,6235.606843
20109.146,932,6236.558686
20135.084,1029,6239.090479
20159.66,985,6240.02437
30450.4,1060,6243.521208
30453.414,1368,6246.446075
20188.97,915,6247.297177
20289.082,923,6249.826705
30502.955,1322,6251.080662
30704.064,1435,6254.077349
20226.838,1204,6255.186881
20187.316,746,6257.588271
20244.947,1016,6258.565668
30718.37,1367,6261.524439
20350.59,1081,6264.211663
20210.662,1085,6265.209898
20210.9,1112,6268.009644
20267.816,1304,6269.22224
20249.55,975,6271.76297
20230.11,1029,6272.716232
30389.355,957,6275.244629
20155.877,1110,6276.305377
20140.541,1076,6278.985914
20222.854,1307,6280.212984
10041.223,1146,6282.918229
20362.084,1234,6285.841188
20311.021,1123,6286.939054
20243.178,1346,6289.912616
30468.092,1337,6291.207232
20246.998,1225,6294.082471
20113.94,912,6294.933129
20322.797,1307,6297.957344
20383.818,1411,6300.919782
30453.152,1344,6302.184301
9973.918,911,6304.719936
20191.168,1138,6305.777356
20117.838,799,6308.084542
30464.852,1006,6309.003842
20245.7,1094,6311.645927
20228.814,899,6312.455729
20225.807,1104,6315.146872
30541.936,1218,6316.29707
20144.383,956,6318.836228
20231.334,1153,6319.929628
9905.376,1057,6322.53772
20384.11,1436,6325.514094
30578.486,1377,6326.793083
30520.629,1084,6329.457678
9878.238,835,6330.210114
20256.098,1134,6333.038268
20310.17,1036,6334.092928
20272.102,1231,6337.047243
20220.215,1042,6338.061755
20272.602,1285,6340.902475
30478.832,1415,6344.009072
20297.26,1250,6345.250616
30443.322,1359,6348.544665
20108.084,821,6349.329253
20241.396,1162,6352.003989
20261.096,1133,6354.755171
20232.613,1283,6355.975215
30487.69,1297,6358.831391
20120.146,1037,6359.786099
20234.3,950,6362.348137
30451.053,1129,6363.416698
20268.203,1344,6366.496674
20211.719,1193,6369.404801
30518.188,1346,6370.675956
30415.592,1082,6373.370285
30502.959,1321,6374.718637
20343.027,1326,6377.832718
30574.125,1445,6380.924913
20322.268,1254,6382.117092
20353.04,1332,6385.171494
20255.309,1053,6387.989276
20225.096,1031,6388.976954
20350.941,1115,6391.742018
20304.133,932,6392.617468
20094.502,969,6395.456188
20260.719,1095,6396.512016
20203.865,906,6399.044428
20165.396,1061,6400.074702
20241.143,1138,6402.809343
30578.549,1383,6404.162181
20272.752,1299,6407.111829
30586.494,1171,6408.201967
20382.92,1318,6411.134588
30582.463,1272,6414.08181
30476.373,1161,6415.213398
20125.906,1111,6417.855566
20256.248,1148,6418.894624
20214.484,969,6421.44576
20245.912,1114,6422.478475
20225.29,1051,6425.191546
30465.014,1534,6428.241635
20397.492,1277,6429.458088
20093.533,868,6431.960014
9930.346,1053,6432.92874
30507.908,1319,6435.812749
30514.832,1001,6436.741395
20141.527,1178,6439.562164
20077.514,766,6440.257631
20211.082,1127,6442.871503
20351.21,1145,6443.958751
20366.428,1167,6446.639658
20283.004,1326,6449.494229
20203.865,906,6450.347044
20345.414,1060,6452.945704
20188.926,911,6453.796056
20178.484,863,6454.618384
20199.035,919,6457.199444
30432.621,1289,6460.04906
20189.857,1007,6460.994609
20139.672,986,6463.664129
20238.021,1324,6464.959491
20241.084,1128,6468.549398
20210.873,1107,6469.693992
20224.97,1017,6472.81317
20257.197,1247,6474.070578
20198.057,820,6476.842212
9983.248,840,6477.698746
30482.916,1319,6480.652753
20350.326,1053,6481.666191
20093.541,872,6484.319189
30516.47,1170,6485.480945
20167.863,803,6487.92908
30572.049,1230,6489.060699
20220.123,1027,6491.680618
20260.28,1048,6492.670355
20111.121,1133,6495.375095
20214.857,1006,6496.289924
20214.186,936,6499.085007
30477.588,1283,6500.400831
20105.104,1026,6503.078085
20323.822,900,6504.007403
20231.84,1209,6506.929914
30409.703,991,6507.924164
20094.281,947,6510.438467
30603.334,1359,6513.673029
20198.684,882,6514.554914
20340.713,1094,6517.338223
20079.006,919,6518.193047
9968.304,848,6519.01973
30443.863,1418,6522.19235
20185.322,1050,6524.992387
20339.18,936,6525.882127
9914.893,1004,6528.564794
20235.219,1042,6529.528192
20183.969,916,6532.17253
20215.53,1072,6533.199464
30562.453,1273,6536.223846
20230.438,1066,6537.219996
20326.166,1138,6539.972057
20209.053,923,6540.825938
20235.543,1078,6543.507792
20235.691,1089,6544.577921
20244.799,1000,6547.131369
20069.719,992,6548.095849
30572.879,1314,6551.159717
30590.559,1076,6552.179114
30414.928,1014,6554.86148
20225.57,1078,6555.956091
20193.361,853,6558.333211
20121.799,1204,6559.496741
20084.52,971,6562.055373
20184.998,1020,6563.017006
20320.75,1095,6565.775278
20235.588,1080,6566.79923
20305.2,1038,6569.328779
30447.686,1296,6572.125807
30563.514,1382,6573.445335
20123.342,850,6575.928622
20097.703,785,6576.697538
30649.148,1445,6579.760242
20266.6,1182,6580.924714
20306.123,1131,6583.683784
20245.684,1092,6584.765415
20214.17,937,6587.469747
20355.203,1039,6588.439635
20208.404,857,6590.932217
20329.66,985,6591.858593
20231.287,1150,6594.733321
20193.986,918,6595.680621
20079.916,1013,6598.68954
30512.695,1296,6600.128003
20186.232,1142,6602.960317
20229.848,1003,6605.768384
20128.908,906,6606.656402
20344.16,1446,6609.725733
20315.816,1105,6610.756103
30404.82,1003,6613.356343
20129.559,977,6614.307682
30450.223,1043,6616.986381
20216.012,1121,6618.064311
30563.312,1361,6620.990484
20292.28,1253,6623.949289
20208.383,856,6624.750485
20288.467,863,6625.578361
20107.244,1249,6628.461147
20244.191,939,6629.324846
30598.895,1419,6632.418043
30505.463,1069,6635.173192
30385.35,1058,6636.164067
20345.104,1031,6638.784523
30400.291,1051,6639.763689
20301.371,1163,6642.405956
20119.059,925,6643.246018
30803.271,1353,6646.173869
20260.766,1099,6647.185148
20310.336,1055,6649.726318
20128.254,841,6650.493289
30495.693,1601,6653.65125
20332.223,1249,6656.516772
30401.38,1162,6657.58596
20148.426,859,6660.001555
20357.16,1243,6661.153484
20226.18,1136,6663.916121
20236.572,1181,6665.005414
30436.031,1127,6667.605292
30458.484,1379,6670.551574
20259.7,990,6671.481789
20149.42,961,6674.021523
20220.373,1059,6674.99438
20145.61,1084,6677.700314
20210.576,1080,6678.733205
20129.889,1010,6681.333275
20128.879,907,6682.173548
20258.99,1427,6685.200208
20215.729,1096,6686.27791
20290.77,1095,6688.957918
30451.49,1173,6690.037655
20088.86,905,6692.449804
20238.756,1406,6695.463607
20325.76,1099,6696.529856
20179.094,927,6699.023001
30420.03,1024,6699.959786
20075.336,1049,6702.590514
20154.674,989,6703.517093
20321.459,1169,6706.262392
20338.635,1388,6707.53939
20180.818,1104,6710.123524
20098.473,864,6710.898219
20164.8,999,6713.440971
20280.012,1023,6714.452828
20219.727,992,6717.061121
20188.008,814,6717.801831
10005.804,1103,6720.484434
20124.742,995,6721.399213
20346.111,1135,6724.155932
20198.004,817,6724.934605
20103.924,909,6727.773053
20104.61,975,6728.668972
20200.514,1074,6731.271014
20146.566,1179,6732.366198
20099.37,957,6735.05916
20349.697,989,6735.990783
20220.422,1061,6738.599137
20117.154,1242,6739.763899
20150.627,1084,6742.438076
20100.982,1123,6743.455928
20247.254,1250,6746.356366
20254.744,993,6747.263434
20169.648,986,6749.728126
20228.51,867,6750.510452
20158.287,1350,6753.330436
30510.123,1035,6754.303396
9979.089,928,6756.751653
20179.182,937,6757.629703
20332.885,1316,6760.398209
20209.307,951,6761.267995
20256.043,1128,6764.023151
20230.691,1090,6766.805986
20247.232,1249,6767.993192
20265.12,1031,6770.693417
20144.775,996,6771.690322
20294.533,971,6774.409146
20144.334,953,6775.354993
20204.184,935,6778.02938
20225.22,1041,6779.023507
20260.096,1029,6781.847235
9989.693,990,6782.85252
20346.793,1206,6785.778964
9977.714,787,6786.625032
20245.797,1103,6789.431499
30511.695,1195,6790.550477
20224.553,976,6793.112762
20240.08,1030,6794.096864
20283.885,1418,6797.055754
20276.422,1167,6798.159459
30613.697,1400,6801.061692
20256.049,1124,6803.727168
9983.351,853,6804.545701
20135.135,1031,6807.312229
30467.717,1299,6808.58603
20204.092,928,6811.104037
20072.996,813,6811.886874
20115.322,1054,6814.653214
20118.676,886,6815.484919
20215.422,1063,6816.536222
20257.186,1244,6819.40412
20141.62,1185,6822.234355
20244.67,987,6823.160015
20316.197,1141,6825.93463
20220.531,1074,6826.932941
20320.71,1094,6829.589525
20310.018,1020,6830.507704
20090.455,1069,6833.130659
20341.08,1131,6834.188697
30431.53,1177,6837.096133
20246.125,1133,6838.288625
9978.523,869,6840.951547
9967.71,787,6841.744862
20271.283,1153,6844.819999
20204.291,945,6845.78998
20136.223,1147,6848.976056
20100.207,1038,6849.990907
20267.27,741,6852.375828
20288.795,897,6853.208629
20205.477,1070,6856.028645
20179.12,929,6856.908304
30436.6,1186,6859.715402
30447.764,1305,6860.941463
20232.248,1246,6863.736849
30396.07,1128,6866.514852
30432.156,1238,6867.66689
20219.518,971,6870.190584
30485.143,1548,6871.665394
20357.996,1327,6874.62877
20288.842,900,6875.496871
20398.424,1370,6878.520947
20129.123,931,6881.026582
20112.234,738,6881.712665
20246.26,1150,6882.785222
30611.033,1636,6885.966055
20207.572,1273,6888.767436
30459.799,1512,6891.849229
20342.26,1249,6893.001791
20208.887,907,6895.653382
20094.326,949,6896.547446
20103.86,903,6898.98661
20231.205,1140,6900.030052
20188.766,892,6902.474298
20225.96,1119,6903.511511
20208.46,865,6906.033467
20240.416,1063,6907.053297
30473.73,1402,6910.05119
20177.66,781,6910.807932
20221.54,1178,6913.522564
20201.564,1181,6914.66181
20228.531,870,6917.103005
20216.086,1129,6918.160796
20219.82,1002,6920.717518
20115.58,1077,6921.70755
20118.855,905,6924.230587
20213.428,860,6925.029365
20102.547,770,6927.485336
20122.504,1271,6928.719231
20204.879,1004,6931.338666
20173.729,892,6932.200676
10004.85,1002,6934.840188
20214.674,987,6935.804895
20236.393,1161,6938.660028
20129.29,949,6939.604502
20220.232,1045,6942.248829
20231.564,1182,6943.33847
20178.627,881,6945.893068
20205.18,1037,6946.841181
20125.578,1079,6949.490618
20178.668,884,6950.290619
20129.805,1002,6952.841109
30471.898,1215,6953.961494
20245.662,1089,6956.542032
20199.086,928,6957.401353
20290.521,1069,6960.044932
20111.328,1157,6961.126282
20198.396,855,6963.528013
20077.934,807,6964.330564
20226.1,1133,6966.980899
20204.3,950,6967.863274
20230.28,1051,6970.490712
20111.574,1180,6971.602035
20353.557,1385,6974.760197
20104.982,1021,6975.79811
20225.697,1091,6978.58769
20298.707,886,6979.417952
20222.254,1251,6982.201276
20216.71,1192,6983.304745
20204.854,1007,6986.002125
20274.54,973,6986.946983
20250.385,1059,6989.623831
20189.227,942,6990.518504
30429.367,957,6993.197613
20306.363,1160,6994.353402
30422.012,1225,6997.456922
30421.69,1195,7000.414378
20157.73,789,7001.145287
20240.9,1111,7003.976989
20220.982,1119,7005.033104
20222.053,1228,7007.969892
20330.602,1082,7008.990198
30450.305,1053,7011.644933
20102.938,809,7012.386711
20254.809,1000,7015.053866
20179.756,997,7016.015192
20225.18,1040,7018.704578
20253.025,1330,7019.962572
20329.824,1003,7022.580172
20282.633,1289,7023.855154
30436.457,1171,7026.614326
20214.824,1001,7027.609731
30453.006,1327,7030.42184
20378.33,1362,7033.242154
30484.021,1430,7034.619093
20219.592,976,7037.178897
20245.45,1068,7038.19047
20217.377,1259,7040.959359
30430.555,1079,7043.576628
20195.303,1046,7044.596315
9930.302,1050,7047.250349
20310.826,1106,7048.288739
20136.588,1184,7051.097811
30515.484,1068,7052.174222
